transaction_id,account_id,transaction_date,transaction_type,amount,merchant_category,location,channel,is_international,balance_after
3644,100118,2025-05-20 01:11:06,debit,3434.9,groceries,Pune,Online,0,37120.75
6851,100118,2025-05-22 10:26:04,debit,415.91,luxury,Mumbai,Online,0,36704.84
496,100118,2025-05-23 01:09:44,debit,1875.82,luxury,Bangalore,POS,0,34829.02
9655,100118,2025-06-10 13:56:41,debit,342.08,groceries,Delhi,Online,0,34486.94
11362,100118,2025-07-18 18:03:39,debit,6740.9,travel,Delhi,Online,0,27746.04
6571,100118,2025-07-20 09:54:23,debit,1181.32,groceries,Mumbai,Online,0,26564.72
8300,100118,2025-07-23 21:56:14,debit,2838.05,fuel,Pune,POS,0,23726.67
1083,100118,2025-07-25 15:55:31,credit,17471.82,travel,Mumbai,POS,0,41198.49
3039,100118,2025-08-03 01:14:33,debit,9937.25,electronics,Mumbai,Online,0,31261.24
11011,100118,2025-08-12 15:08:18,debit,75.54,electronics,Ahmedabad,ATM,0,31185.7
2916,100118,2025-08-21 03:40:11,debit,7325.81,groceries,Delhi,ATM,1,23859.89
5088,100118,2025-08-22 02:24:30,debit,8004.42,fuel,Bangalore,Online,0,15855.47
1070,100118,2025-09-13 18:35:28,debit,4600.93,gambling,Mumbai,ATM,0,11254.54
1326,100118,2025-09-16 18:46:12,debit,9010.5,fuel,Pune,Online,1,2244.04
2415,100118,2025-09-19 23:20:46,debit,1823.12,groceries,Bangalore,Online,0,420.92
1204,100118,2025-09-28 06:28:36,debit,803.57,luxury,Pune,POS,0,420.92
3986,100118,2025-10-06 05:15:09,debit,1277.49,fuel,Ahmedabad,Online,0,420.92
3066,100118,2025-10-13 00:45:40,debit,611.81,groceries,Pune,ATM,0,420.92
5023,100118,2025-10-19 18:07:14,credit,704.32,fuel,Delhi,ATM,0,1125.24
11174,100118,2025-10-27 02:53:53,credit,1119.79,luxury,Mumbai,Online,0,2245.03
9851,100118,2025-10-30 03:48:43,credit,3867.37,fuel,Bangalore,POS,0,6112.4
9861,100118,2025-11-02 23:46:52,credit,1629.65,luxury,Ahmedabad,Online,0,7742.05
5390,100118,2025-11-09 20:56:25,credit,312.96,groceries,Pune,POS,0,8055.01
6699,100118,2025-11-13 14:23:06,debit,3139.25,luxury,Mumbai,Online,0,4915.76
10224,100118,2025-11-16 02:38:39,debit,1376.52,travel,Mumbai,Online,0,3539.24
6174,100118,2025-11-19 20:02:09,debit,730.34,groceries,Mumbai,POS,0,2808.9
6568,100118,2025-12-02 22:49:53,debit,3534.43,travel,Bangalore,Online,0,2808.9
4150,100118,2025-12-09 06:53:52,credit,689.01,groceries,Pune,POS,0,3497.91
7667,100118,2025-12-11 14:36:11,credit,1818.72,travel,Mumbai,ATM,0,5316.63
2555,100118,2025-12-14 03:03:19,debit,866.06,fuel,Bangalore,Online,0,4450.57
7680,100118,2025-12-28 23:54:49,debit,3470.66,luxury,Pune,Online,0,979.91
852,100118,2026-01-13 21:41:32,credit,99.9,groceries,Ahmedabad,ATM,0,1079.81
3700,100118,2026-01-14 07:59:08,credit,18413.31,travel,Bangalore,ATM,1,19493.12
4686,100118,2026-01-15 10:58:23,debit,1259.55,gambling,Bangalore,Online,0,18233.57
2171,100118,2026-01-17 08:50:09,debit,50.0,fuel,Bangalore,ATM,0,18183.57
10050,100118,2026-01-17 11:29:46,debit,3360.8,electronics,Ahmedabad,Online,0,14822.77
9555,100118,2026-01-22 10:49:38,debit,21084.97,groceries,Mumbai,ATM,1,14822.77
5791,100118,2026-01-24 06:13:04,credit,1349.83,crypto,Bangalore,ATM,0,16172.6
5448,100119,2025-06-01 16:13:28,debit,298.55,fuel,Bangalore,POS,0,20073.45
8435,100119,2025-06-01 20:16:55,debit,520.11,electronics,Pune,POS,1,19553.34
7514,100119,2025-06-04 15:37:38,credit,1255.56,electronics,Pune,Online,1,20808.9
800,100119,2025-06-12 17:31:34,debit,3627.26,electronics,Ahmedabad,POS,0,17181.64
11481,100119,2025-06-16 23:43:59,credit,2706.98,fuel,Ahmedabad,Online,0,19888.62
7796,100119,2025-06-20 15:32:39,debit,2235.3,luxury,Delhi,POS,1,17653.32
1000,100119,2025-07-14 05:56:37,debit,3986.06,travel,Ahmedabad,Online,0,13667.26
4026,100119,2025-07-26 08:56:00,credit,85.21,fuel,Pune,Online,0,13752.47
4186,100119,2025-08-09 05:49:23,credit,1123.76,groceries,Bangalore,ATM,0,14876.23
7803,100119,2025-08-28 23:18:57,debit,689.25,gambling,Mumbai,ATM,0,14186.98
2261,100119,2025-09-13 00:18:53,debit,1058.35,fuel,Pune,Online,0,13128.63
2212,100119,2025-10-03 05:20:47,debit,884.3,fuel,Pune,Online,0,12244.33
2072,100119,2025-10-12 09:38:03,credit,396.28,groceries,Mumbai,Online,0,12640.61
1425,100119,2025-10-17 18:19:34,debit,1978.86,groceries,Ahmedabad,Online,0,10661.75
5436,100119,2025-11-14 03:12:57,debit,6606.35,luxury,Mumbai,Online,0,4055.4
9716,100119,2025-11-15 11:12:40,debit,1111.22,fuel,Pune,ATM,0,2944.18
4242,100119,2025-11-19 10:32:20,debit,3869.1,groceries,Delhi,Online,1,2944.18
9944,100119,2025-12-04 07:28:11,debit,334.27,luxury,Ahmedabad,Online,0,2609.91
11107,100119,2025-12-10 12:35:39,debit,598.11,gambling,Mumbai,ATM,0,2011.8
5743,100119,2025-12-11 16:07:50,debit,50.0,fuel,Delhi,POS,0,1961.8
6750,100119,2025-12-30 16:45:47,credit,2187.26,travel,Delhi,ATM,0,4149.06
2453,100119,2026-01-02 00:05:05,credit,1016.93,luxury,Pune,Online,0,5165.99
2874,100119,2026-01-03 22:24:22,debit,3332.17,groceries,Pune,ATM,0,1833.82
2991,100119,2026-01-08 16:59:46,debit,361.43,fuel,Pune,Online,0,1472.39
2834,100119,2026-01-19 21:41:32,debit,718.36,travel,Pune,Online,0,754.03
3982,100120,2025-05-12 01:22:19,debit,2571.11,travel,Delhi,Online,0,91797.89
5081,100120,2025-05-12 03:59:22,debit,856.84,travel,Ahmedabad,Online,0,90941.05
5264,100120,2025-05-14 19:18:36,debit,2736.48,fuel,Ahmedabad,Online,0,88204.57
8264,100120,2025-06-13 13:25:45,debit,2303.79,fuel,Bangalore,Online,0,85900.78
1865,100120,2025-06-30 08:24:06,debit,4806.81,groceries,Ahmedabad,POS,1,81093.97
2195,100120,2025-07-04 02:24:54,debit,3035.24,fuel,Bangalore,POS,0,78058.73
5587,100120,2025-07-10 04:12:39,debit,5465.27,travel,Pune,POS,1,72593.46
3113,100120,2025-07-13 00:31:08,credit,1193.5,fuel,Mumbai,Online,0,73786.96
304,100120,2025-07-15 20:10:20,credit,1565.55,groceries,Delhi,Online,0,75352.51
4077,100120,2025-08-08 01:54:57,debit,4887.24,electronics,Pune,ATM,0,70465.27
8525,100120,2025-08-21 23:06:52,credit,1089.03,groceries,Mumbai,ATM,0,71554.3
3469,100120,2025-08-28 10:19:51,credit,2629.09,luxury,Mumbai,Online,1,74183.39
475,100120,2025-09-13 04:17:22,debit,962.64,electronics,Delhi,POS,0,73220.75
1396,100120,2025-09-13 22:26:26,debit,465.02,fuel,Delhi,Online,0,72755.73
8978,100120,2025-09-14 06:31:22,debit,101.77,groceries,Delhi,POS,0,72653.96
2759,100120,2025-09-18 16:29:51,credit,2409.02,groceries,Pune,ATM,0,75062.98
3444,100120,2025-09-30 03:58:31,credit,490.01,fuel,Bangalore,Online,0,75552.99
9209,100120,2025-10-25 10:56:33,debit,2187.67,groceries,Pune,Online,0,73365.32
7883,100120,2025-11-05 23:50:19,credit,6179.39,travel,Ahmedabad,ATM,0,79544.71
1736,100120,2025-11-28 08:07:33,debit,3219.28,groceries,Mumbai,ATM,0,76325.43
9435,100120,2025-12-13 13:26:04,credit,78.13,luxury,Ahmedabad,POS,0,76403.56
1442,100120,2025-12-15 07:17:01,credit,1862.78,groceries,Pune,POS,1,78266.34
10238,100120,2025-12-28 12:36:38,credit,122.68,fuel,Delhi,ATM,0,78389.02
11696,100120,2026-01-21 18:15:29,debit,880.94,crypto,Bangalore,POS,0,77508.08
7589,100120,2026-01-28 06:33:59,credit,314.1,groceries,Mumbai,ATM,0,77822.18
2959,100121,2025-05-09 21:54:12,debit,471.22,travel,Bangalore,ATM,0,47395.78
2189,100121,2025-05-10 03:36:00,debit,533.81,fuel,Mumbai,POS,0,46861.97
4056,100121,2025-05-21 23:34:48,credit,2206.26,travel,Bangalore,Online,0,49068.23
4923,100121,2025-05-22 20:29:00,debit,2223.85,fuel,Pune,Online,0,46844.38
10012,100121,2025-06-04 14:19:05,credit,5309.05,luxury,Bangalore,Online,0,52153.43
7821,100121,2025-06-06 06:16:28,debit,6931.88,electronics,Mumbai,Online,0,45221.55
2425,100121,2025-06-18 10:12:24,credit,576.67,groceries,Delhi,Online,0,45798.22
8106,100121,2025-06-27 20:14:05,credit,1198.94,electronics,Bangalore,POS,0,46997.16
9337,100121,2025-06-29 18:31:57,debit,2020.48,fuel,Delhi,ATM,0,44976.68
9584,100121,2025-07-14 07:02:43,debit,2570.11,fuel,Delhi,Online,0,42406.57
194,100121,2025-08-12 04:52:28,debit,2255.76,luxury,Ahmedabad,ATM,0,40150.81
954,100121,2025-09-01 18:37:19,debit,1495.42,fuel,Delhi,Online,0,38655.39
2539,100121,2025-09-13 01:23:00,debit,2706.45,gambling,Delhi,ATM,0,35948.94
9832,100121,2025-09-22 14:49:36,debit,1685.8,groceries,Bangalore,Online,0,34263.14
9221,100121,2025-09-26 05:54:27,debit,1538.29,crypto,Bangalore,Online,0,32724.85
11790,100121,2025-09-29 17:35:27,debit,50.0,fuel,Ahmedabad,POS,0,32674.85
3441,100121,2025-11-03 21:37:43,debit,215.07,groceries,Mumbai,Online,0,32459.78
6127,100121,2025-11-06 14:30:18,debit,50.0,groceries,Ahmedabad,ATM,0,32409.78
2561,100121,2025-11-07 04:28:47,debit,2780.0,electronics,Ahmedabad,ATM,0,29629.78
10283,100121,2025-12-03 08:38:49,debit,823.81,electronics,Pune,Online,0,28805.97
9483,100121,2025-12-19 04:02:22,debit,3895.8,groceries,Pune,Online,0,24910.17
7699,100121,2025-12-20 08:04:46,credit,1792.68,travel,Ahmedabad,Online,0,26702.85
11712,100121,2025-12-31 03:55:42,credit,194.97,travel,Mumbai,ATM,0,26897.82
7102,100122,2025-05-10 07:03:05,credit,95.76,groceries,Bangalore,POS,0,86851.76
2016,100122,2025-05-10 10:18:32,debit,1089.83,travel,Delhi,POS,0,85761.93
1499,100122,2025-05-10 10:43:12,debit,4676.43,travel,Delhi,POS,0,81085.5
764,100122,2025-05-10 18:11:01,debit,2071.26,groceries,Mumbai,POS,0,79014.24
3751,100122,2025-06-13 21:07:34,credit,1795.12,groceries,Mumbai,POS,0,80809.36
9992,100122,2025-06-14 11:57:47,debit,5515.13,groceries,Pune,Online,0,75294.23
5008,100122,2025-06-19 02:30:39,credit,452.2,electronics,Bangalore,ATM,0,75746.43
4293,100122,2025-06-22 15:19:22,debit,2405.77,fuel,Delhi,ATM,0,73340.66
9,100122,2025-06-25 04:20:15,debit,50.0,groceries,Pune,Online,0,73290.66
2871,100122,2025-07-09 14:21:47,debit,2474.18,fuel,Delhi,POS,0,70816.48
6577,100122,2025-07-16 07:23:48,debit,3284.68,groceries,Bangalore,POS,1,67531.8
7012,100122,2025-07-27 10:34:23,debit,1854.95,groceries,Delhi,POS,0,65676.85
8428,100122,2025-07-30 14:00:01,credit,5892.99,groceries,Mumbai,POS,0,71569.84
5975,100122,2025-08-01 19:43:24,credit,913.84,fuel,Pune,ATM,0,72483.68
11502,100122,2025-08-29 08:31:49,credit,962.38,groceries,Bangalore,POS,0,73446.06
680,100122,2025-08-30 05:40:40,debit,2401.49,travel,Ahmedabad,Online,1,71044.57
9489,100122,2025-10-04 01:57:09,credit,1278.34,groceries,Delhi,Online,0,72322.91
6039,100122,2025-11-04 13:48:47,credit,1439.32,groceries,Ahmedabad,POS,0,73762.23
931,100122,2025-11-05 13:17:28,debit,597.56,crypto,Bangalore,Online,0,73164.67
490,100122,2025-11-09 03:51:07,debit,10406.47,electronics,Delhi,ATM,1,62758.2
7296,100122,2025-11-12 14:03:42,credit,3476.4,fuel,Delhi,Online,0,66234.6
11209,100122,2025-11-12 20:14:12,debit,2441.2,luxury,Mumbai,POS,0,63793.4
11645,100122,2025-11-19 06:24:05,debit,1546.77,fuel,Bangalore,Online,0,62246.63
10943,100122,2025-11-20 14:58:02,debit,660.01,travel,Mumbai,Online,0,61586.62
5143,100122,2025-11-21 02:34:38,debit,94.33,groceries,Mumbai,Online,0,61492.29
11715,100122,2025-12-06 17:09:39,debit,2255.17,gambling,Mumbai,POS,0,59237.12
2064,100122,2025-12-07 21:52:33,debit,1469.28,groceries,Pune,Online,0,57767.84
7808,100122,2026-01-01 15:44:58,debit,619.58,fuel,Mumbai,Online,0,57148.26
7422,100122,2026-01-03 02:35:42,debit,50.0,travel,Mumbai,Online,0,57098.26
10436,100122,2026-01-04 08:10:26,debit,1064.47,travel,Ahmedabad,Online,0,56033.79
3682,100122,2026-01-04 20:47:40,debit,3504.06,electronics,Ahmedabad,ATM,0,52529.73
659,100122,2026-01-21 21:03:10,debit,1903.73,fuel,Delhi,Online,0,50626.0
6780,100122,2026-01-23 13:43:45,debit,868.95,gambling,Ahmedabad,Online,0,49757.05
7756,100123,2025-05-07 20:25:05,debit,801.27,travel,Mumbai,Online,0,54825.73
8667,100123,2025-05-09 22:09:18,debit,2442.3,electronics,Delhi,Online,0,52383.43
9964,100123,2025-06-24 03:01:05,debit,1845.13,groceries,Ahmedabad,POS,0,50538.3
8709,100123,2025-06-29 13:17:08,debit,1624.78,groceries,Pune,ATM,0,48913.52
8945,100123,2025-07-10 10:13:42,debit,1338.4,groceries,Ahmedabad,POS,0,47575.12
6762,100123,2025-07-13 12:15:09,credit,2083.22,groceries,Ahmedabad,Online,0,49658.34
9548,100123,2025-07-14 01:03:11,credit,1327.48,fuel,Bangalore,ATM,0,50985.82
7212,100123,2025-07-19 01:59:54,credit,435.74,groceries,Pune,POS,0,51421.56
11941,100123,2025-07-19 19:26:36,debit,1228.04,electronics,Mumbai,ATM,0,50193.52
10612,100123,2025-07-30 09:09:43,credit,2101.36,electronics,Pune,ATM,0,52294.88
6402,100123,2025-08-03 02:20:01,debit,1013.0,travel,Delhi,Online,0,51281.88
11223,100123,2025-08-07 12:30:04,debit,561.68,fuel,Pune,POS,0,50720.2
4571,100123,2025-08-10 23:53:59,debit,1239.68,groceries,Pune,ATM,0,49480.52
11561,100123,2025-08-11 17:55:36,credit,782.59,crypto,Bangalore,POS,0,50263.11
8033,100123,2025-09-23 20:21:00,credit,2766.42,fuel,Mumbai,Online,0,53029.53
3962,100123,2025-09-27 12:55:22,debit,7001.5,electronics,Mumbai,POS,0,46028.03
11838,100123,2025-09-30 18:06:07,debit,3340.37,electronics,Mumbai,POS,1,42687.66
5127,100123,2025-11-13 07:31:31,credit,164.05,luxury,Pune,Online,0,42851.71
8597,100123,2025-11-21 09:32:43,debit,1173.07,travel,Delhi,ATM,0,41678.64
246,100123,2025-11-23 01:46:09,debit,3919.94,groceries,Bangalore,Online,0,37758.7
4891,100123,2025-12-20 02:15:00,debit,863.69,fuel,Pune,POS,0,36895.01
10039,100123,2025-12-26 06:43:39,debit,1567.7,groceries,Ahmedabad,Online,0,35327.31
1201,100123,2026-01-05 13:15:52,debit,243.17,fuel,Mumbai,Online,0,35084.14
6643,100123,2026-01-11 11:26:05,debit,1405.69,luxury,Mumbai,Online,0,33678.45
2023,100123,2026-01-13 19:02:44,debit,1882.42,groceries,Bangalore,Online,1,31796.03
9728,100123,2026-01-21 01:59:41,debit,4800.01,electronics,Bangalore,ATM,0,26996.02
11192,100123,2026-01-23 23:27:21,debit,1069.77,crypto,Mumbai,ATM,0,25926.25
1747,100123,2026-01-24 01:30:18,debit,1238.09,groceries,Ahmedabad,ATM,0,24688.16
4671,100124,2025-05-06 18:01:09,credit,137.32,groceries,Delhi,Online,0,75918.32
3375,100124,2025-05-21 16:07:44,debit,1630.3,electronics,Mumbai,POS,0,74288.02
10249,100124,2025-06-12 10:35:41,debit,1041.54,crypto,Delhi,POS,0,73246.48
11309,100124,2025-06-16 06:51:53,credit,2398.76,groceries,Mumbai,Online,0,75645.24
2358,100124,2025-06-20 08:25:21,debit,3559.19,groceries,Bangalore,POS,0,72086.05
8168,100124,2025-06-27 00:36:07,credit,1495.11,fuel,Bangalore,Online,0,73581.16
3439,100124,2025-07-09 14:12:22,debit,2930.64,fuel,Delhi,Online,0,70650.52
4742,100124,2025-07-17 05:07:19,credit,290.83,electronics,Mumbai,POS,0,70941.35
2696,100124,2025-07-23 05:12:00,credit,3702.1,luxury,Pune,Online,0,74643.45
3051,100124,2025-07-25 15:48:08,credit,540.21,electronics,Mumbai,POS,0,75183.66
7843,100124,2025-07-29 18:59:22,debit,180.81,groceries,Pune,ATM,0,75002.85
259,100124,2025-08-10 07:55:11,debit,5206.29,electronics,Mumbai,POS,0,69796.56
6358,100124,2025-08-19 04:09:06,debit,500.57,groceries,Pune,POS,0,69295.99
470,100124,2025-09-16 13:43:56,debit,2684.62,groceries,Delhi,POS,0,66611.37
3755,100124,2025-10-26 16:22:13,credit,1093.3,groceries,Pune,Online,0,67704.67
2862,100124,2025-12-06 00:10:19,debit,2264.32,groceries,Delhi,Online,0,65440.35
4236,100124,2025-12-15 09:43:47,debit,2191.97,crypto,Mumbai,ATM,0,63248.38
1760,100124,2025-12-15 18:21:21,credit,741.43,gambling,Delhi,POS,0,63989.81
10165,100124,2026-01-09 07:03:07,debit,4684.76,fuel,Pune,Online,0,59305.05
5155,100124,2026-01-09 13:24:06,debit,1980.16,electronics,Delhi,POS,0,57324.89
6184,100124,2026-01-17 06:30:05,credit,4263.75,travel,Mumbai,POS,0,61588.64
10306,100125,2025-05-10 01:02:51,debit,3176.3,electronics,Ahmedabad,POS,0,40037.7
11436,100125,2025-05-13 16:28:32,debit,2380.56,gambling,Delhi,ATM,0,37657.14
2426,100125,2025-05-16 01:56:24,debit,1575.73,groceries,Mumbai,ATM,0,36081.41
11190,100125,2025-05-16 14:18:57,debit,2526.45,fuel,Ahmedabad,Online,0,33554.96
11952,100125,2025-06-12 09:39:41,debit,1646.56,fuel,Pune,Online,0,31908.4
7475,100125,2025-06-30 12:06:45,credit,1545.65,electronics,Bangalore,POS,1,33454.05
11710,100125,2025-07-01 18:25:38,debit,152.65,gambling,Bangalore,Online,0,33301.4
6022,100125,2025-07-04 23:57:07,credit,590.01,travel,Delhi,Online,0,33891.41
8804,100125,2025-07-10 15:23:56,debit,6585.05,groceries,Delhi,Online,0,27306.36
3199,100125,2025-07-11 10:59:54,credit,1086.62,fuel,Delhi,Online,0,28392.98
3752,100125,2025-07-18 19:02:04,credit,1743.05,electronics,Ahmedabad,ATM,0,30136.03
6090,100125,2025-07-27 10:42:44,debit,6573.48,groceries,Pune,POS,0,23562.55
2123,100125,2025-08-06 21:42:46,credit,768.59,groceries,Bangalore,POS,0,24331.14
10510,100125,2025-08-10 21:00:22,debit,4114.2,groceries,Mumbai,Online,0,20216.94
7833,100125,2025-08-22 12:19:09,credit,1476.2,travel,Pune,Online,0,21693.14
3466,100125,2025-09-06 17:31:28,debit,3096.59,fuel,Pune,Online,0,18596.55
10479,100125,2025-09-07 15:50:54,credit,154.29,fuel,Mumbai,ATM,0,18750.84
1168,100125,2025-09-09 11:20:24,debit,1231.3,crypto,Pune,Online,0,17519.54
3798,100125,2025-09-25 22:52:45,debit,1792.74,travel,Bangalore,Online,0,15726.8
8644,100125,2025-10-07 23:18:56,debit,6926.39,fuel,Mumbai,POS,0,8800.41
440,100125,2025-10-10 12:20:44,debit,1144.33,groceries,Mumbai,POS,0,7656.08
4349,100125,2025-10-10 12:54:27,debit,4473.63,fuel,Bangalore,ATM,0,3182.45
7338,100125,2025-10-19 06:24:25,credit,1338.71,groceries,Delhi,ATM,0,4521.16
8801,100125,2025-10-27 04:22:05,credit,214.32,groceries,Bangalore,ATM,0,4735.48
5319,100125,2025-10-29 23:53:42,debit,21983.09,fuel,Mumbai,POS,1,4735.48
6371,100125,2025-11-09 04:21:31,debit,2644.77,groceries,Pune,ATM,0,2090.71
5490,100125,2025-12-03 19:56:25,debit,1786.76,electronics,Pune,Online,1,303.95
2473,100125,2025-12-06 09:13:06,debit,2364.96,gambling,Mumbai,POS,0,303.95
10847,100125,2025-12-10 07:13:34,debit,1441.53,electronics,Bangalore,ATM,0,303.95
11823,100125,2025-12-18 10:05:28,debit,11548.49,travel,Bangalore,POS,0,303.95
11837,100125,2025-12-24 18:15:25,debit,7757.26,fuel,Ahmedabad,ATM,0,303.95
3747,100125,2026-01-24 03:57:09,credit,67.82,groceries,Delhi,Online,0,371.77
4592,100126,2025-05-05 16:29:52,credit,1138.58,fuel,Mumbai,Online,0,93677.58
235,100126,2025-05-07 17:22:30,debit,1397.7,luxury,Bangalore,POS,0,92279.88
712,100126,2025-05-14 23:41:43,credit,153.97,crypto,Ahmedabad,POS,0,92433.85
495,100126,2025-05-22 10:52:30,debit,969.99,travel,Ahmedabad,Online,0,91463.86
7159,100126,2025-05-25 05:45:12,debit,2032.8,electronics,Ahmedabad,ATM,0,89431.06
6901,100126,2025-05-28 01:41:16,debit,5227.99,groceries,Pune,Online,0,84203.07
3767,100126,2025-06-29 21:21:18,debit,50.0,electronics,Mumbai,ATM,0,84153.07
10470,100126,2025-07-07 16:02:05,debit,1544.83,fuel,Mumbai,POS,0,82608.24
707,100126,2025-07-13 12:54:52,credit,2863.17,electronics,Delhi,Online,0,85471.41
3085,100126,2025-07-17 15:45:48,credit,712.48,luxury,Delhi,Online,0,86183.89
2882,100126,2025-07-19 11:51:44,debit,486.17,electronics,Bangalore,Online,0,85697.72
1007,100126,2025-07-24 01:26:04,debit,1389.88,groceries,Delhi,POS,0,84307.84
4210,100126,2025-07-27 05:35:15,credit,50.0,travel,Mumbai,ATM,0,84357.84
4674,100126,2025-07-30 12:55:26,debit,1609.02,fuel,Delhi,ATM,0,82748.82
6891,100126,2025-08-06 18:36:45,debit,1542.81,groceries,Bangalore,Online,0,81206.01
5006,100126,2025-08-10 14:42:58,credit,76.9,groceries,Ahmedabad,POS,0,81282.91
2228,100126,2025-08-16 17:45:57,credit,100.48,electronics,Pune,Online,0,81383.39
3902,100126,2025-08-28 10:04:09,credit,6500.96,fuel,Mumbai,POS,0,87884.35
7549,100126,2025-09-20 03:12:53,debit,2663.67,travel,Bangalore,Online,0,85220.68
6991,100126,2025-09-24 13:02:20,debit,1954.45,groceries,Bangalore,POS,0,83266.23
7415,100126,2025-10-02 11:04:01,debit,1580.78,groceries,Pune,Online,0,81685.45
5471,100126,2025-10-25 13:54:57,credit,2558.49,travel,Mumbai,POS,0,84243.94
10992,100126,2025-11-21 02:35:23,credit,325.06,travel,Mumbai,POS,0,84569.0
11524,100126,2025-11-24 02:38:12,credit,559.48,electronics,Bangalore,POS,0,85128.48
11555,100126,2025-12-22 05:20:50,debit,1064.09,gambling,Pune,Online,0,84064.39
8681,100126,2025-12-28 11:45:57,debit,3662.47,travel,Delhi,Online,0,80401.92
9076,100126,2026-01-08 02:16:21,debit,2251.6,crypto,Pune,Online,0,78150.32
2241,100126,2026-01-18 13:33:18,debit,2086.63,groceries,Ahmedabad,Online,0,76063.69
9022,100126,2026-01-21 07:34:29,debit,3791.3,travel,Bangalore,POS,0,72272.39
3716,100126,2026-01-23 21:33:01,credit,996.92,travel,Bangalore,POS,0,73269.31
905,100126,2026-01-24 07:16:44,debit,2843.46,fuel,Delhi,POS,0,70425.85
6236,100126,2026-01-27 21:51:23,credit,50.0,electronics,Delhi,Online,0,70475.85
11756,100127,2025-05-17 15:38:33,debit,2330.35,fuel,Bangalore,ATM,0,94658.65
9672,100127,2025-05-28 15:21:51,credit,4720.75,groceries,Bangalore,POS,0,99379.4
4816,100127,2025-06-06 22:08:10,credit,819.49,crypto,Ahmedabad,Online,0,100198.89
401,100127,2025-06-13 02:24:15,debit,299.22,groceries,Mumbai,Online,0,99899.67
3671,100127,2025-06-17 07:53:03,credit,3438.49,fuel,Mumbai,Online,0,103338.16
1259,100127,2025-06-21 22:11:31,debit,1431.91,groceries,Bangalore,Online,0,101906.25
9764,100127,2025-07-05 05:42:45,debit,772.49,gambling,Delhi,Online,0,101133.76
10564,100127,2025-08-01 09:11:01,debit,1476.03,travel,Pune,POS,0,99657.73
974,100127,2025-08-04 05:42:20,credit,825.88,groceries,Pune,Online,0,100483.61
8011,100127,2025-08-08 21:02:23,credit,2093.03,electronics,Pune,POS,0,102576.64
3938,100127,2025-08-14 01:39:54,debit,234.08,groceries,Mumbai,Online,0,102342.56
6108,100127,2025-08-29 12:51:09,debit,55.88,electronics,Bangalore,Online,0,102286.68
8255,100127,2025-09-01 04:15:02,debit,2639.83,travel,Pune,POS,0,99646.85
5630,100127,2025-09-03 03:15:03,debit,182.66,electronics,Ahmedabad,Online,0,99464.19
5620,100127,2025-09-10 07:51:30,credit,2261.51,fuel,Mumbai,POS,0,101725.7
4858,100127,2025-09-19 22:12:28,debit,1854.61,crypto,Mumbai,POS,0,99871.09
485,100127,2025-09-30 23:35:54,debit,1126.1,fuel,Ahmedabad,POS,0,98744.99
3470,100127,2025-10-04 06:07:29,debit,1585.17,groceries,Ahmedabad,POS,0,97159.82
10195,100127,2025-10-07 17:23:52,debit,1998.42,luxury,Delhi,POS,0,95161.4
3622,100127,2025-10-08 00:32:43,debit,1486.05,fuel,Pune,ATM,0,93675.35
6896,100127,2025-10-08 11:01:05,debit,869.13,fuel,Delhi,Online,0,92806.22
5021,100127,2025-10-14 01:40:57,debit,1837.17,crypto,Pune,Online,0,90969.05
3137,100127,2025-10-16 15:04:09,debit,434.52,groceries,Delhi,ATM,0,90534.53
7987,100127,2025-11-18 20:30:36,credit,1285.41,gambling,Pune,Online,0,91819.94
10120,100127,2025-11-22 04:53:43,debit,331.74,travel,Delhi,POS,0,91488.2
8282,100127,2025-11-27 21:28:06,credit,1319.7,luxury,Mumbai,ATM,0,92807.9
6390,100127,2025-11-30 15:23:10,credit,5318.24,groceries,Ahmedabad,Online,0,98126.14
7570,100127,2025-12-05 20:23:24,debit,68.11,gambling,Pune,ATM,0,98058.03
4031,100127,2025-12-07 22:06:38,credit,2562.3,groceries,Bangalore,ATM,0,100620.33
9286,100127,2025-12-14 04:09:16,credit,1034.38,electronics,Bangalore,Online,0,101654.71
3592,100127,2025-12-30 17:16:03,debit,3555.91,luxury,Mumbai,Online,0,98098.8
2052,100127,2026-01-24 18:13:39,debit,244.4,travel,Mumbai,Online,0,97854.4
10973,100128,2025-05-05 21:23:04,credit,3769.65,electronics,Bangalore,Online,0,70491.65
387,100128,2025-05-06 07:24:56,debit,5898.12,electronics,Delhi,ATM,1,64593.53
4620,100128,2025-05-07 21:02:42,debit,1789.06,travel,Delhi,Online,0,62804.47
7397,100128,2025-05-25 20:07:50,debit,6787.24,travel,Ahmedabad,POS,0,56017.23
11926,100128,2025-05-31 03:07:17,credit,1913.84,fuel,Mumbai,ATM,0,57931.07
3936,100128,2025-06-01 21:43:23,debit,581.63,electronics,Bangalore,Online,0,57349.44
8531,100128,2025-06-26 21:36:26,debit,446.28,fuel,Bangalore,POS,0,56903.16
5990,100128,2025-07-03 05:43:43,debit,3323.74,luxury,Mumbai,Online,0,53579.42
9885,100128,2025-07-06 10:42:25,credit,8311.83,electronics,Mumbai,ATM,0,61891.25
1302,100128,2025-07-29 06:49:09,credit,3812.64,electronics,Delhi,Online,0,65703.89
11372,100128,2025-08-03 20:41:23,debit,1336.89,groceries,Ahmedabad,Online,0,64367.0
5048,100128,2025-08-08 09:34:37,debit,222.03,groceries,Bangalore,ATM,1,64144.97
